=== Starting Judgment Formatting Batch Job ===
(node:50174) Warning: SECURITY WARNING: The SSL modes 'prefer', 'require', and 'verify-ca' are treated as aliases for 'verify-full'.
In the next major version (pg-connection-string v3.0.0 and pg v9.0.0), these modes will adopt standard libpq semantics, which have weaker security guarantees.

To prepare for this change:
- If you want the current behavior, explicitly use 'sslmode=verify-full'
- If you want libpq compatibility now, use 'uselibpqcompat=true&sslmode=require'

See https://www.postgresql.org/docs/current/libpq-ssl.html for libpq SSL mode definitions.
(Use `node --trace-warnings ...` to show where the warning was created)
Found 234837 judgments to format.
Processing in batches of 50...
Progress: 50 / 234837 | Success: 40 | Failed: 10 (0.0%)
Progress: 152700 / 234837 | Success: 146591 | Failed: 6109 (65.0%)
Progress: 152750 / 234837 | Success: 146638 | Failed: 6112 (65.0%)
Progress: 152800 / 234837 | Success: 146684 | Failed: 6116 (65.1%)
Progress: 152850 / 234837 | Success: 146728 | Failed: 6122 (65.1%)
Progress: 152900 / 234837 | Success: 146770 | Failed: 6130 (65.1%)
Progress: 152950 / 234837 | Success: 146820 | Failed: 6130 (65.1%)
Progress: 153000 / 234837 | Success: 146870 | Failed: 6130 (65.2%)
Progress: 153050 / 234837 | Success: 146919 | Failed: 6131 (65.2%)
Progress: 153100 / 234837 | Success: 146967 | Failed: 6133 (65.2%)
Progress: 153150 / 234837 | Success: 147014 | Failed: 6136 (65.2%)
Progress: 153200 / 234837 | Success: 147058 | Failed: 6142 (65.2%)
Progress: 153250 / 234837 | Success: 147098 | Failed: 6152 (65.3%)
Progress: 153300 / 234837 | Success: 147145 | Failed: 6155 (65.3%)
Progress: 153350 / 234837 | Success: 147191 | Failed: 6159 (65.3%)
Progress: 153400 / 234837 | Success: 147234 | Failed: 6166 (65.3%)
Progress: 153450 / 234837 | Success: 147276 | Failed: 6174 (65.3%)
Progress: 153500 / 234837 | Success: 147323 | Failed: 6177 (65.4%)
Progress: 153550 / 234837 | Success: 147367 | Failed: 6183 (65.4%)
Progress: 153600 / 234837 | Success: 147410 | Failed: 6190 (65.4%)
Progress: 153650 / 234837 | Success: 147457 | Failed: 6193 (65.4%)
Progress: 153700 / 234837 | Success: 147502 | Failed: 6198 (65.4%)
Progress: 153750 / 234837 | Success: 147546 | Failed: 6204 (65.5%)
Progress: 153800 / 234837 | Success: 147587 | Failed: 6213 (65.5%)
Progress: 153850 / 234837 | Success: 147633 | Failed: 6217 (65.5%)
Progress: 153900 / 234837 | Success: 147677 | Failed: 6223 (65.5%)
Progress: 153950 / 234837 | Success: 147717 | Failed: 6233 (65.6%)
Progress: 154000 / 234837 | Success: 147755 | Failed: 6245 (65.6%)
Progress: 154050 / 234837 | Success: 147802 | Failed: 6248 (65.6%)
Progress: 154100 / 234837 | Success: 147848 | Failed: 6252 (65.6%)
Progress: 154150 / 234837 | Success: 147893 | Failed: 6257 (65.6%)
Progress: 154200 / 234837 | Success: 147937 | Failed: 6263 (65.7%)
Progress: 154250 / 234837 | Success: 147976 | Failed: 6274 (65.7%)
Progress: 154300 / 234837 | Success: 148011 | Failed: 6289 (65.7%)
Progress: 154350 / 234837 | Success: 148044 | Failed: 6306 (65.7%)
Progress: 154400 / 234837 | Success: 148075 | Failed: 6325 (65.7%)
Progress: 154450 / 234837 | Success: 148122 | Failed: 6328 (65.8%)
Progress: 154500 / 234837 | Success: 148167 | Failed: 6333 (65.8%)
Progress: 154550 / 234837 | Success: 148212 | Failed: 6338 (65.8%)
Progress: 154600 / 234837 | Success: 148254 | Failed: 6346 (65.8%)
Progress: 154650 / 234837 | Success: 148303 | Failed: 6347 (65.9%)
Progress: 154700 / 234837 | Success: 148351 | Failed: 6349 (65.9%)
Progress: 154750 / 234837 | Success: 148399 | Failed: 6351 (65.9%)
Progress: 154800 / 234837 | Success: 148447 | Failed: 6353 (65.9%)
Progress: 154850 / 234837 | Success: 148495 | Failed: 6355 (65.9%)
Progress: 154900 / 234837 | Success: 148541 | Failed: 6359 (66.0%)
Progress: 154950 / 234837 | Success: 148585 | Failed: 6365 (66.0%)
Progress: 155000 / 234837 | Success: 148627 | Failed: 6373 (66.0%)
Progress: 155050 / 234837 | Success: 148665 | Failed: 6385 (66.0%)
Progress: 155100 / 234837 | Success: 148712 | Failed: 6388 (66.0%)
Progress: 155150 / 234837 | Success: 148758 | Failed: 6392 (66.1%)
Progress: 155200 / 234837 | Success: 148801 | Failed: 6399 (66.1%)
Progress: 155250 / 234837 | Success: 148850 | Failed: 6400 (66.1%)
Progress: 155300 / 234837 | Success: 148898 | Failed: 6402 (66.1%)
Progress: 155350 / 234837 | Success: 148942 | Failed: 6408 (66.2%)
Progress: 155400 / 234837 | Success: 148983 | Failed: 6417 (66.2%)
Progress: 155450 / 234837 | Success: 149032 | Failed: 6418 (66.2%)
Progress: 155500 / 234837 | Success: 149077 | Failed: 6423 (66.2%)
Progress: 155550 / 234837 | Success: 149119 | Failed: 6431 (66.2%)
Progress: 155600 / 234837 | Success: 149159 | Failed: 6441 (66.3%)
Progress: 155650 / 234837 | Success: 149209 | Failed: 6441 (66.3%)
Progress: 155700 / 234837 | Success: 149254 | Failed: 6446 (66.3%)
Progress: 155750 / 234837 | Success: 149297 | Failed: 6453 (66.3%)
Progress: 155800 / 234837 | Success: 149338 | Failed: 6462 (66.3%)
Progress: 155850 / 234837 | Success: 149382 | Failed: 6468 (66.4%)
Progress: 155900 / 234837 | Success: 149421 | Failed: 6479 (66.4%)
Progress: 155950 / 234837 | Success: 149469 | Failed: 6481 (66.4%)
Progress: 156000 / 234837 | Success: 149514 | Failed: 6486 (66.4%)
Progress: 156050 / 234837 | Success: 149556 | Failed: 6494 (66.5%)
Progress: 156100 / 234837 | Success: 149596 | Failed: 6504 (66.5%)
Progress: 156150 / 234837 | Success: 149643 | Failed: 6507 (66.5%)
Progress: 156200 / 234837 | Success: 149687 | Failed: 6513 (66.5%)
Progress: 156250 / 234837 | Success: 149729 | Failed: 6521 (66.5%)
Progress: 156300 / 234837 | Success: 149774 | Failed: 6526 (66.6%)
Progress: 156350 / 234837 | Success: 149815 | Failed: 6535 (66.6%)
Progress: 156400 / 234837 | Success: 149853 | Failed: 6547 (66.6%)
Progress: 156450 / 234837 | Success: 149890 | Failed: 6560 (66.6%)
Progress: 156500 / 234837 | Success: 149938 | Failed: 6562 (66.6%)
Progress: 156550 / 234837 | Success: 149984 | Failed: 6566 (66.7%)
Progress: 156600 / 234837 | Success: 150026 | Failed: 6574 (66.7%)
Progress: 156650 / 234837 | Success: 150074 | Failed: 6576 (66.7%)
Progress: 156700 / 234837 | Success: 150119 | Failed: 6581 (66.7%)
Progress: 156750 / 234837 | Success: 150161 | Failed: 6589 (66.7%)
Progress: 156800 / 234837 | Success: 150200 | Failed: 6600 (66.8%)
Progress: 156850 / 234837 | Success: 150248 | Failed: 6602 (66.8%)
Progress: 156900 / 234837 | Success: 150295 | Failed: 6605 (66.8%)
Progress: 156950 / 234837 | Success: 150340 | Failed: 6610 (66.8%)
Progress: 157000 / 234837 | Success: 150384 | Failed: 6616 (66.9%)
Progress: 157050 / 234837 | Success: 150434 | Failed: 6616 (66.9%)
Progress: 157100 / 234837 | Success: 150483 | Failed: 6617 (66.9%)
Progress: 157150 / 234837 | Success: 150532 | Failed: 6618 (66.9%)
Progress: 157200 / 234837 | Success: 150578 | Failed: 6622 (66.9%)
Progress: 157250 / 234837 | Success: 150625 | Failed: 6625 (67.0%)
Progress: 157300 / 234837 | Success: 150669 | Failed: 6631 (67.0%)
Progress: 157350 / 234837 | Success: 150710 | Failed: 6640 (67.0%)
Progress: 157400 / 234837 | Success: 150748 | Failed: 6652 (67.0%)
Progress: 157450 / 234837 | Success: 150786 | Failed: 6664 (67.0%)
Progress: 157500 / 234837 | Success: 150835 | Failed: 6665 (67.1%)
Progress: 157550 / 234837 | Success: 150879 | Failed: 6671 (67.1%)
Progress: 157600 / 234837 | Success: 150927 | Failed: 6673 (67.1%)
Progress: 157650 / 234837 | Success: 150973 | Failed: 6677 (67.1%)
Progress: 157700 / 234837 | Success: 151017 | Failed: 6683 (67.2%)
Progress: 157750 / 234837 | Success: 151058 | Failed: 6692 (67.2%)
Progress: 157800 / 234837 | Success: 151104 | Failed: 6696 (67.2%)
Progress: 157850 / 234837 | Success: 151147 | Failed: 6703 (67.2%)
Progress: 157900 / 234837 | Success: 151189 | Failed: 6711 (67.2%)
Progress: 157950 / 234837 | Success: 151236 | Failed: 6714 (67.3%)
Progress: 158000 / 234837 | Success: 151282 | Failed: 6718 (67.3%)
Progress: 158050 / 234837 | Success: 151328 | Failed: 6722 (67.3%)
Progress: 158100 / 234837 | Success: 151372 | Failed: 6728 (67.3%)
Progress: 158150 / 234837 | Success: 151419 | Failed: 6731 (67.3%)
Progress: 158200 / 234837 | Success: 151465 | Failed: 6735 (67.4%)
Progress: 158250 / 234837 | Success: 151509 | Failed: 6741 (67.4%)
Progress: 158300 / 234837 | Success: 151551 | Failed: 6749 (67.4%)
Progress: 158350 / 234837 | Success: 151592 | Failed: 6758 (67.4%)
Progress: 158400 / 234837 | Success: 151639 | Failed: 6761 (67.5%)
Progress: 158450 / 234837 | Success: 151684 | Failed: 6766 (67.5%)
Progress: 158500 / 234837 | Success: 151731 | Failed: 6769 (67.5%)
Progress: 158550 / 234837 | Success: 151776 | Failed: 6774 (67.5%)
Progress: 158600 / 234837 | Success: 151821 | Failed: 6779 (67.5%)
Progress: 158650 / 234837 | Success: 151866 | Failed: 6784 (67.6%)
Progress: 158700 / 234837 | Success: 151915 | Failed: 6785 (67.6%)
Progress: 158750 / 234837 | Success: 151963 | Failed: 6787 (67.6%)
Progress: 158800 / 234837 | Success: 152008 | Failed: 6792 (67.6%)
Progress: 158850 / 234837 | Success: 152055 | Failed: 6795 (67.6%)
Progress: 158900 / 234837 | Success: 152098 | Failed: 6802 (67.7%)
Progress: 158950 / 234837 | Success: 152138 | Failed: 6812 (67.7%)
Progress: 159000 / 234837 | Success: 152174 | Failed: 6826 (67.7%)
Progress: 159050 / 234837 | Success: 152220 | Failed: 6830 (67.7%)
Progress: 159100 / 234837 | Success: 152262 | Failed: 6838 (67.7%)
Progress: 159150 / 234837 | Success: 152303 | Failed: 6847 (67.8%)
Progress: 159200 / 234837 | Success: 152342 | Failed: 6858 (67.8%)
Progress: 159250 / 234837 | Success: 152390 | Failed: 6860 (67.8%)
Progress: 159300 / 234837 | Success: 152438 | Failed: 6862 (67.8%)
Progress: 159350 / 234837 | Success: 152485 | Failed: 6865 (67.9%)
Progress: 159400 / 234837 | Success: 152531 | Failed: 6869 (67.9%)
Progress: 159450 / 234837 | Success: 152575 | Failed: 6875 (67.9%)
Progress: 159500 / 234837 | Success: 152623 | Failed: 6877 (67.9%)
Progress: 159550 / 234837 | Success: 152666 | Failed: 6884 (67.9%)
Progress: 159600 / 234837 | Success: 152715 | Failed: 6885 (68.0%)
Progress: 159650 / 234837 | Success: 152764 | Failed: 6886 (68.0%)
Progress: 159700 / 234837 | Success: 152811 | Failed: 6889 (68.0%)
Progress: 159750 / 234837 | Success: 152857 | Failed: 6893 (68.0%)
Progress: 159800 / 234837 | Success: 152903 | Failed: 6897 (68.0%)
Progress: 159850 / 234837 | Success: 152948 | Failed: 6902 (68.1%)
Progress: 159900 / 234837 | Success: 152990 | Failed: 6910 (68.1%)
Progress: 159950 / 234837 | Success: 153037 | Failed: 6913 (68.1%)
Progress: 160000 / 234837 | Success: 153080 | Failed: 6920 (68.1%)
Progress: 160050 / 234837 | Success: 153120 | Failed: 6930 (68.2%)
Progress: 160100 / 234837 | Success: 153159 | Failed: 6941 (68.2%)
Progress: 160150 / 234837 | Success: 153196 | Failed: 6954 (68.2%)
Progress: 160200 / 234837 | Success: 153242 | Failed: 6958 (68.2%)
Progress: 160250 / 234837 | Success: 153285 | Failed: 6965 (68.2%)
Progress: 160300 / 234837 | Success: 153327 | Failed: 6973 (68.3%)
Progress: 160350 / 234837 | Success: 153368 | Failed: 6982 (68.3%)
Progress: 160400 / 234837 | Success: 153409 | Failed: 6991 (68.3%)
Progress: 160450 / 234837 | Success: 153457 | Failed: 6993 (68.3%)
Progress: 160500 / 234837 | Success: 153503 | Failed: 6997 (68.3%)
Progress: 160550 / 234837 | Success: 153548 | Failed: 7002 (68.4%)
Progress: 160600 / 234837 | Success: 153592 | Failed: 7008 (68.4%)
Progress: 160650 / 234837 | Success: 153641 | Failed: 7009 (68.4%)
Progress: 160700 / 234837 | Success: 153689 | Failed: 7011 (68.4%)
Progress: 160750 / 234837 | Success: 153736 | Failed: 7014 (68.5%)
Progress: 160800 / 234837 | Success: 153786 | Failed: 7014 (68.5%)
Progress: 160850 / 234837 | Success: 153835 | Failed: 7015 (68.5%)
Progress: 160900 / 234837 | Success: 153881 | Failed: 7019 (68.5%)
Progress: 160950 / 234837 | Success: 153929 | Failed: 7021 (68.5%)
Progress: 161000 / 234837 | Success: 153974 | Failed: 7026 (68.6%)
Progress: 161050 / 234837 | Success: 154015 | Failed: 7035 (68.6%)
Progress: 161100 / 234837 | Success: 154056 | Failed: 7044 (68.6%)
Progress: 161150 / 234837 | Success: 154104 | Failed: 7046 (68.6%)
Progress: 161200 / 234837 | Success: 154151 | Failed: 7049 (68.6%)
Progress: 161250 / 234837 | Success: 154196 | Failed: 7054 (68.7%)
Progress: 161300 / 234837 | Success: 154238 | Failed: 7062 (68.7%)
Progress: 161350 / 234837 | Success: 154287 | Failed: 7063 (68.7%)
Progress: 161400 / 234837 | Success: 154334 | Failed: 7066 (68.7%)
Progress: 161450 / 234837 | Success: 154379 | Failed: 7071 (68.7%)
Progress: 161500 / 234837 | Success: 154423 | Failed: 7077 (68.8%)
Progress: 161550 / 234837 | Success: 154473 | Failed: 7077 (68.8%)
Progress: 161600 / 234837 | Success: 154523 | Failed: 7077 (68.8%)
Progress: 161650 / 234837 | Success: 154571 | Failed: 7079 (68.8%)
Progress: 161700 / 234837 | Success: 154618 | Failed: 7082 (68.9%)
Progress: 161750 / 234837 | Success: 154665 | Failed: 7085 (68.9%)
Progress: 161800 / 234837 | Success: 154712 | Failed: 7088 (68.9%)
Progress: 161850 / 234837 | Success: 154758 | Failed: 7092 (68.9%)
Progress: 161900 / 234837 | Success: 154803 | Failed: 7097 (68.9%)
Progress: 161950 / 234837 | Success: 154848 | Failed: 7102 (69.0%)
Progress: 162000 / 234837 | Success: 154892 | Failed: 7108 (69.0%)
Progress: 162050 / 234837 | Success: 154937 | Failed: 7113 (69.0%)
Progress: 162100 / 234837 | Success: 154981 | Failed: 7119 (69.0%)
Progress: 162150 / 234837 | Success: 155024 | Failed: 7126 (69.0%)
Progress: 162200 / 234837 | Success: 155065 | Failed: 7135 (69.1%)
Progress: 162250 / 234837 | Success: 155115 | Failed: 7135 (69.1%)
Progress: 162300 / 234837 | Success: 155164 | Failed: 7136 (69.1%)
Progress: 162350 / 234837 | Success: 155212 | Failed: 7138 (69.1%)
Progress: 162400 / 234837 | Success: 155259 | Failed: 7141 (69.2%)
Progress: 162450 / 234837 | Success: 155308 | Failed: 7142 (69.2%)
Progress: 162500 / 234837 | Success: 155357 | Failed: 7143 (69.2%)
Progress: 162550 / 234837 | Success: 155406 | Failed: 7144 (69.2%)
Progress: 162600 / 234837 | Success: 155455 | Failed: 7145 (69.2%)
Progress: 162650 / 234837 | Success: 155505 | Failed: 7145 (69.3%)
Progress: 162700 / 234837 | Success: 155553 | Failed: 7147 (69.3%)
Progress: 162750 / 234837 | Success: 155599 | Failed: 7151 (69.3%)
Progress: 162800 / 234837 | Success: 155644 | Failed: 7156 (69.3%)
Progress: 162850 / 234837 | Success: 155689 | Failed: 7161 (69.3%)
Progress: 162900 / 234837 | Success: 155739 | Failed: 7161 (69.4%)
Progress: 162950 / 234837 | Success: 155786 | Failed: 7164 (69.4%)
Progress: 163000 / 234837 | Success: 155832 | Failed: 7168 (69.4%)
Progress: 163050 / 234837 | Success: 155882 | Failed: 7168 (69.4%)
Progress: 163100 / 234837 | Success: 155932 | Failed: 7168 (69.5%)
Progress: 163150 / 234837 | Success: 155978 | Failed: 7172 (69.5%)
Progress: 163200 / 234837 | Success: 156022 | Failed: 7178 (69.5%)
Progress: 163250 / 234837 | Success: 156072 | Failed: 7178 (69.5%)
Progress: 163300 / 234837 | Success: 156122 | Failed: 7178 (69.5%)
Progress: 163350 / 234837 | Success: 156172 | Failed: 7178 (69.6%)
Progress: 163400 / 234837 | Success: 156220 | Failed: 7180 (69.6%)
Progress: 163450 / 234837 | Success: 156268 | Failed: 7182 (69.6%)
Progress: 163500 / 234837 | Success: 156315 | Failed: 7185 (69.6%)
Progress: 163550 / 234837 | Success: 156362 | Failed: 7188 (69.6%)
Progress: 163600 / 234837 | Success: 156409 | Failed: 7191 (69.7%)
Progress: 163650 / 234837 | Success: 156458 | Failed: 7192 (69.7%)
Progress: 163700 / 234837 | Success: 156506 | Failed: 7194 (69.7%)
Progress: 163750 / 234837 | Success: 156554 | Failed: 7196 (69.7%)
Progress: 163800 / 234837 | Success: 156601 | Failed: 7199 (69.8%)
Progress: 163850 / 234837 | Success: 156646 | Failed: 7204 (69.8%)
Progress: 163900 / 234837 | Success: 156693 | Failed: 7207 (69.8%)
Progress: 163950 / 234837 | Success: 156737 | Failed: 7213 (69.8%)
Progress: 164000 / 234837 | Success: 156778 | Failed: 7222 (69.8%)
Progress: 164050 / 234837 | Success: 156818 | Failed: 7232 (69.9%)
Progress: 164100 / 234837 | Success: 156863 | Failed: 7237 (69.9%)
Progress: 164150 / 234837 | Success: 156906 | Failed: 7244 (69.9%)
Progress: 164200 / 234837 | Success: 156945 | Failed: 7255 (69.9%)
Progress: 164250 / 234837 | Success: 156994 | Failed: 7256 (69.9%)
Progress: 164300 / 234837 | Success: 157039 | Failed: 7261 (70.0%)
Progress: 164350 / 234837 | Success: 157083 | Failed: 7267 (70.0%)
Progress: 164400 / 234837 | Success: 157125 | Failed: 7275 (70.0%)
Progress: 164450 / 234837 | Success: 157172 | Failed: 7278 (70.0%)
Progress: 164500 / 234837 | Success: 157217 | Failed: 7283 (70.0%)
Progress: 164550 / 234837 | Success: 157262 | Failed: 7288 (70.1%)
Progress: 164600 / 234837 | Success: 157307 | Failed: 7293 (70.1%)
Progress: 164650 / 234837 | Success: 157352 | Failed: 7298 (70.1%)
Progress: 164700 / 234837 | Success: 157399 | Failed: 7301 (70.1%)
Progress: 164750 / 234837 | Success: 157444 | Failed: 7306 (70.2%)
Progress: 164800 / 234837 | Success: 157488 | Failed: 7312 (70.2%)
Progress: 164850 / 234837 | Success: 157530 | Failed: 7320 (70.2%)
Progress: 164900 / 234837 | Success: 157572 | Failed: 7328 (70.2%)
Progress: 164950 / 234837 | Success: 157621 | Failed: 7329 (70.2%)
Progress: 165000 / 234837 | Success: 157668 | Failed: 7332 (70.3%)
Progress: 165050 / 234837 | Success: 157713 | Failed: 7337 (70.3%)
Progress: 165100 / 234837 | Success: 157756 | Failed: 7344 (70.3%)
Progress: 165150 / 234837 | Success: 157805 | Failed: 7345 (70.3%)
Progress: 165200 / 234837 | Success: 157853 | Failed: 7347 (70.3%)
Progress: 165250 / 234837 | Success: 157900 | Failed: 7350 (70.4%)
Progress: 165300 / 234837 | Success: 157947 | Failed: 7353 (70.4%)
Progress: 165350 / 234837 | Success: 157994 | Failed: 7356 (70.4%)
Progress: 165400 / 234837 | Success: 158040 | Failed: 7360 (70.4%)
Progress: 165450 / 234837 | Success: 158085 | Failed: 7365 (70.5%)
Progress: 165500 / 234837 | Success: 158126 | Failed: 7374 (70.5%)
Progress: 165550 / 234837 | Success: 158172 | Failed: 7378 (70.5%)
Progress: 165600 / 234837 | Success: 158218 | Failed: 7382 (70.5%)
Progress: 165650 / 234837 | Success: 158263 | Failed: 7387 (70.5%)
Progress: 165700 / 234837 | Success: 158306 | Failed: 7394 (70.6%)
Progress: 165750 / 234837 | Success: 158348 | Failed: 7402 (70.6%)
Progress: 165800 / 234837 | Success: 158395 | Failed: 7405 (70.6%)
Progress: 165850 / 234837 | Success: 158442 | Failed: 7408 (70.6%)
Progress: 165900 / 234837 | Success: 158488 | Failed: 7412 (70.6%)
Progress: 165950 / 234837 | Success: 158533 | Failed: 7417 (70.7%)
Progress: 166000 / 234837 | Success: 158581 | Failed: 7419 (70.7%)
Progress: 166050 / 234837 | Success: 158628 | Failed: 7422 (70.7%)
Progress: 166100 / 234837 | Success: 158672 | Failed: 7428 (70.7%)
Progress: 166150 / 234837 | Success: 158711 | Failed: 7439 (70.8%)
Progress: 166200 / 234837 | Success: 158750 | Failed: 7450 (70.8%)
Progress: 166250 / 234837 | Success: 158799 | Failed: 7451 (70.8%)
Progress: 166300 / 234837 | Success: 158845 | Failed: 7455 (70.8%)
Progress: 166350 / 234837 | Success: 158890 | Failed: 7460 (70.8%)
Progress: 166400 / 234837 | Success: 158934 | Failed: 7466 (70.9%)
Progress: 166450 / 234837 | Success: 158983 | Failed: 7467 (70.9%)
Progress: 166500 / 234837 | Success: 159030 | Failed: 7470 (70.9%)
Progress: 166550 / 234837 | Success: 159075 | Failed: 7475 (70.9%)
Progress: 166600 / 234837 | Success: 159119 | Failed: 7481 (70.9%)
Progress: 166650 / 234837 | Success: 159161 | Failed: 7489 (71.0%)
Progress: 166700 / 234837 | Success: 159208 | Failed: 7492 (71.0%)
Progress: 166750 / 234837 | Success: 159254 | Failed: 7496 (71.0%)
Progress: 166800 / 234837 | Success: 159297 | Failed: 7503 (71.0%)
Progress: 166850 / 234837 | Success: 159337 | Failed: 7513 (71.0%)
Progress: 166900 / 234837 | Success: 159385 | Failed: 7515 (71.1%)
Progress: 166950 / 234837 | Success: 159431 | Failed: 7519 (71.1%)
Progress: 167000 / 234837 | Success: 159476 | Failed: 7524 (71.1%)
Progress: 167050 / 234837 | Success: 159518 | Failed: 7532 (71.1%)
Progress: 167100 / 234837 | Success: 159567 | Failed: 7533 (71.2%)
Progress: 167150 / 234837 | Success: 159614 | Failed: 7536 (71.2%)
Progress: 167200 / 234837 | Success: 159660 | Failed: 7540 (71.2%)
Progress: 167250 / 234837 | Success: 159706 | Failed: 7544 (71.2%)
Progress: 167300 / 234837 | Success: 159752 | Failed: 7548 (71.2%)
Progress: 167350 / 234837 | Success: 159801 | Failed: 7549 (71.3%)
Progress: 167400 / 234837 | Success: 159850 | Failed: 7550 (71.3%)
Progress: 167450 / 234837 | Success: 159899 | Failed: 7551 (71.3%)
Progress: 167500 / 234837 | Success: 159947 | Failed: 7553 (71.3%)
Progress: 167550 / 234837 | Success: 159994 | Failed: 7556 (71.3%)
Progress: 167600 / 234837 | Success: 160040 | Failed: 7560 (71.4%)
Progress: 167650 / 234837 | Success: 160083 | Failed: 7567 (71.4%)
Progress: 167700 / 234837 | Success: 160125 | Failed: 7575 (71.4%)
Progress: 167750 / 234837 | Success: 160174 | Failed: 7576 (71.4%)
Progress: 167800 / 234837 | Success: 160221 | Failed: 7579 (71.5%)
